food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Carbohydrate_to_Protein_Ratio,Carbohydrate_to_Fat_Ratio,Fiber_to_Carbohydrate_Ratio,Sodium_to_Potassium_Ratio,Caloric_Density
corn cake,35.0,0.2,0.019,0.032,0.098,7.5,2.1,0.7,0.2,0.0,0.01,0.4,0.013,0.057,0.084,0.0,0.084,0.5,0.023,0.074,0.0,0.0,0.0,0.0,1.7,0.04,0.1,10.3,0.2,14.1,14.1,0.082,0.2,10.437,10.714285712755103,37.49999998125,0.026666666666311113,0.0007092198581509985,3.977272727227531
sponge snack cake,157.0,4.8,1.7,2.1,0.8,26.9,15.7,1.5,0.4,17.2,0.2,8.2,0.095,0.091,0.096,0.034,0.022,0.7,0.06,0.0,0.089,0.098,0.3,0.011,10.1,0.06,0.6,3.4,0.1,77.7,29.8,0.029,0.3,44.404,17.933333332137778,5.604166666549913,0.014869888475781155,0.006711409395950633,3.792270531391806
danish pastry with nuts,280.0,16.4,3.8,8.9,2.8,29.7,16.8,4.6,1.3,29.9,0.2,13.3,0.054,0.1,0.091,0.088,0.2,1.5,0.5,0.062,1.1,0.0,0.5,0.018,61.1,0.1,1.2,20.8,0.5,71.5,61.8,0.062,0.6,115.451,6.456521738990076,1.8109756097450553,0.0437710437708964,0.00323624595468732,4.374999999993164
chocolate cream pie,301.0,19.2,4.9,11.0,2.4,33.3,0.0,2.6,2.0,5.0,0.1,43.1,0.0,0.002,0.093,0.0,0.1,0.7,0.4,0.023,0.0,0.0,0.0,0.0,35.6,0.078,1.1,20.8,0.2,67.3,125.7,0.016,0.2,93.8,12.807692307199703,1.7343749999909668,0.060060060059879704,0.0007955449482889454,3.065173116086492
angel food cake,72.0,0.2,0.071,0.095,0.1,16.2,0.0,1.7,0.4,0.0,0.2,9.3,0.0,0.095,0.039,0.035,0.1,0.2,0.046,0.058,0.0,0.0,0.0,0.0,39.2,0.058,0.1,3.4,0.012,90.7,26.0,0.095,0.055,57.8,9.529411764145328,80.99999995949999,0.024691358024538947,0.007692307692278107,2.6277372262677825
lemon meringue pie,362.0,16.4,4.0,7.1,4.2,49.7,0.0,4.8,0.0,67.3,0.3,55.0,0.011,0.1,0.009,0.043,0.2,1.2,0.3,0.034,4.2,0.0,0.0,0.0,15.2,0.086,1.3,7.6,0.2,53.3,82.6,0.059,0.4,91.632,10.354166666450956,3.030487804859571,0.0,0.0036319612590755062,2.875297855438542
danish pastry with cinnamon,349.0,16.7,3.5,10.6,1.6,46.9,0.0,4.8,0.0,27.3,0.3,18.4,0.058,0.3,0.072,0.041,0.2,2.2,0.6,0.049,2.6,0.0,0.0,0.0,37.0,0.079,1.8,14.1,0.4,73.9,95.9,0.028,0.5,109.897,9.770833333129774,2.8083832335161176,0.0,0.003128258602707895,4.0207373271843085
cinnamon coffeecake,238.0,13.3,3.3,7.4,1.8,26.6,0.0,3.9,1.1,18.2,0.2,12.5,0.049,0.1,0.02,0.085,0.1,1.0,0.4,0.046,0.2,0.0,0.0,0.0,30.8,0.006,1.1,12.5,0.3,61.6,70.1,0.048,0.5,77.089,6.820512820337936,1.9999999999849625,0.041353383458491155,0.0028530670470715367,4.227353463580413
cheesecake,257.0,18.0,7.9,6.9,1.3,20.4,17.4,4.4,0.3,44.0,0.4,36.5,0.1,0.061,0.011,0.03,0.2,0.2,0.5,0.1,0.3,0.078,0.4,0.093,40.8,0.039,0.5,8.8,0.1,74.4,72.0,0.079,0.4,84.8,4.636363636258264,1.133333333327037,0.01470588235286909,0.00555555555554784,3.2408575031484985
fruitcake,139.0,3.9,0.5,1.8,1.4,26.5,11.8,1.2,1.6,2.2,0.013,10.9,0.06,0.004,0.063,0.0,0.063,0.3,0.015,0.008,0.2,0.0,0.4,0.032,14.2,0.082,0.9,6.9,0.067,22.4,65.8,0.033,0.1,48.507,22.083333331493055,6.794871794697568,0.06037735849033821,0.0001975683890574505,3.270588235286422
egg custard,293.0,12.9,6.1,3.9,1.2,31.0,31.0,14.2,0.0,236.9,0.2,222.4,0.1,0.1,0.025,0.081,0.7,0.3,1.6,0.1,0.0,0.0,0.6,0.097,301.7,0.031,1.0,31.0,0.07,318.7,417.4,0.016,1.5,360.9,2.183098591533922,2.4031007751751696,0.0,0.00047915668423563034,1.0445632798570252
mince pie,477.0,17.8,4.4,7.7,4.7,79.2,46.7,4.3,4.3,0.0,0.4,61.7,0.0,0.2,0.074,0.0,0.2,2.0,0.2,0.1,9.7,0.0,0.2,0.071,36.3,0.2,2.5,23.1,0.4,69.3,335.0,0.099,0.4,154.1,18.41860465073445,4.449438202222194,0.05429292929286073,0.0011940298507459124,2.9263803680963645
yellow cake with chocolate frosting,546.0,25.6,8.3,10.4,6.8,79.7,56.5,4.6,2.2,23.0,0.4,32.2,0.0,0.032,0.0,0.0,0.1,1.2,0.2,0.0,0.0,0.0,6.5,0.089,46.1,0.2,2.9,28.8,0.3,198.7,269.3,0.084,0.6,161.1,17.326086956145087,3.113281249987839,0.02760351317436938,0.0014853323431112198,3.842364532017
danish pastry with fruit,335.0,15.9,3.3,10.1,1.6,45.1,0.0,4.8,0.0,18.8,0.3,27.3,0.043,0.3,0.093,0.016,0.2,1.8,0.6,0.005,1.6,0.0,0.0,0.0,21.6,0.059,1.4,14.1,0.2,68.6,110.0,0.052,0.5,90.454,9.395833333137588,2.836477987403544,0.0,0.0027272727272702477,3.598281417826425
white cake with coconut frosting,399.0,11.5,4.4,4.1,2.4,70.8,64.3,4.9,1.1,1.1,0.3,23.2,0.015,0.1,0.058,0.091,0.2,1.2,0.2,0.026,0.1,0.047,0.1,0.019,100.8,0.031,1.3,13.4,0.3,78.4,110.9,0.093,0.4,190.574,14.448979591541855,6.1565217390769,0.015536723163819864,0.002705139765552114,3.6141304347793346
danish pastry with cheese,353.0,24.6,5.1,15.6,2.4,28.7,0.0,5.8,0.0,20.0,0.3,30.8,0.057,0.3,0.035,0.095,0.2,2.5,0.6,0.082,2.6,0.0,0.0,0.0,70.1,0.004,1.8,15.5,0.4,80.1,116.5,0.015,0.6,133.666,4.94827586198365,1.166666666661924,0.0,0.0025751072961351287,3.9265850945451315
graham cracker pie crust,917.0,45.4,9.1,31.0,3.1,117.7,33.2,9.3,3.5,0.0,0.9,8.0,0.0,0.3,0.1,0.0,0.4,5.9,0.3,0.1,0.0,0.0,3.4,0.058,53.1,0.4,4.8,42.1,2.4,214.1,206.8,0.039,2.3,233.8,12.655913978358537,2.5925110132101485,0.029736618521639984,0.004352030947773524,5.083148558755497
blueberry pie,360.0,17.5,4.3,7.5,4.5,49.2,0.0,4.0,0.0,0.0,0.3,75.3,0.0,0.2,0.073,0.0,0.2,1.8,0.2,0.015,1.0,0.0,0.0,0.0,10.3,0.081,1.8,11.8,0.4,44.1,73.5,0.059,0.3,83.8,12.299999999692501,2.8114285714125065,0.0,0.004081632653055671,2.4657534246558455
yellow cake with vanilla frosting,239.0,9.3,1.5,3.9,3.3,37.6,0.0,2.2,0.2,35.2,0.2,14.1,0.027,0.018,0.064,0.016,0.099,0.3,0.2,0.001,0.0,0.0,0.0,0.0,39.7,0.017,0.7,3.8,0.089,91.5,33.9,0.02,0.2,89.788,17.090909090132232,4.043010752644698,0.005319148936156066,0.00589970501473186,3.7816455696142692
pie crust,121.0,8.0,2.0,3.5,2.1,10.9,0.045,1.5,0.4,0.0,0.1,2.3,0.0,0.004,0.004,0.0,0.088,0.8,0.048,0.075,0.0,0.0,0.033,0.038,2.3,0.079,0.7,3.2,0.061,15.4,15.4,0.096,0.1,23.8,7.266666666182222,1.3624999999829688,0.036697247706085345,0.006493506493464328,5.330396475747443
chocolate cake with chocolate frosting,537.0,27.7,8.2,10.1,6.4,72.9,55.1,4.8,3.0,30.4,0.5,30.4,0.095,0.0,0.098,0.0,0.061,1.1,0.3,0.0,0.1,0.0,6.0,0.02,41.4,0.3,4.2,42.8,0.5,189.1,372.6,0.084,0.8,154.164,15.187499999683595,2.6317689530590913,0.04115226337442914,0.001341921631776344,3.9543446244448055
cheese coffeecake,258.0,11.6,4.1,5.4,1.3,33.7,0.0,5.3,0.8,64.6,0.3,24.5,0.082,0.098,0.001,0.049,0.07,0.5,0.3,0.086,0.041,0.0,0.0,0.0,44.8,0.074,0.5,11.4,0.1,76.8,219.6,0.075,0.4,96.831,6.358490565917765,2.9051724137680592,0.023738872403490388,0.0013661202185786129,3.4354194407410983
vanilla cream pie,350.0,18.1,5.1,7.6,4.3,41.1,16.0,6.0,0.8,78.1,0.3,59.2,0.1,0.2,0.064,0.086,0.3,1.2,0.5,0.006,0.6,0.076,0.6,0.01,113.4,0.018,1.3,16.4,0.2,131.0,158.8,0.024,0.7,181.4,6.849999999885833,2.2707182320316535,0.01946472019459984,0.0018891687657418834,2.8135048231488637
pineapple cake,367.0,13.9,3.4,6.0,3.8,58.1,0.0,4.0,0.9,25.3,0.4,37.1,0.078,0.2,0.069,0.091,0.2,1.4,0.2,0.029,1.4,0.0,0.0,0.0,138.0,0.1,1.7,15.0,0.4,94.3,128.8,0.094,0.4,218.024,14.524999999636876,4.179856115077842,0.015490533562796057,0.00310559006210939,3.2449160035338243
peach pie,262.0,11.7,1.8,5.0,4.4,38.5,19.0,2.2,0.9,0.0,0.3,63.6,0.06,0.025,0.089,0.0,0.082,0.2,0.1,0.047,1.1,0.0,1.1,0.023,9.4,0.082,0.6,7.0,0.2,25.7,146.3,0.025,0.1,64.447,17.499999999204544,3.290598290570166,0.02337662337656266,0.0020505809979480174,2.2586206896532253
fruit coffeecake,156.0,5.1,1.2,2.8,0.7,25.8,0.0,2.6,1.3,3.5,0.2,15.9,0.0,0.089,0.042,0.0,0.037,1.3,0.3,0.013,0.4,0.0,0.0,0.0,22.5,0.02,1.2,8.5,0.1,59.0,45.0,0.056,0.3,58.9,9.923076922695266,5.058823529312573,0.05038759689902951,0.004444444444434568,3.157894736835712
pound cake,116.0,6.0,3.5,1.8,0.3,14.6,0.0,1.7,0.2,66.3,0.1,7.4,0.09,0.059,0.055,0.088,0.048,0.4,0.1,0.087,0.0,0.0,0.0,0.0,10.5,0.021,0.4,3.3,0.046,41.1,35.7,0.092,0.1,33.47,8.588235293612456,2.4333333332927776,0.013698630136892476,0.002801120448171425,3.9057239057107553
pound cake bread,215.0,9.6,1.7,2.4,5.2,28.2,10.0,3.9,0.9,0.0,0.2,12.3,0.0,0.041,0.0,0.0,0.028,2.6,0.3,0.08,0.0,0.0,0.8,0.0,25.3,0.077,1.2,10.5,0.1,165.0,115.5,0.02,0.3,69.1,7.230769230583826,2.937499999969401,0.03191489361690811,0.0017316017316002324,3.981481481474108
white cake,264.0,9.2,2.4,3.9,2.3,42.3,26.3,4.0,0.6,1.5,0.2,17.2,0.043,0.1,0.037,0.07,0.2,1.1,0.1,0.02,0.1,0.0,0.073,0.04,96.2,0.003,1.1,8.9,0.1,68.8,70.3,0.033,0.2,153.59,10.574999999735624,4.5978260869065455,0.014184397163087035,0.0028449502133672195,3.631361760655253
coffeecake with chocolate frosting,298.0,9.7,2.5,5.1,1.3,48.4,0.0,4.5,1.8,62.1,0.3,26.2,0.041,0.006,0.036,0.01,0.024,0.8,0.4,0.051,0.015,0.0,0.0,0.0,34.2,0.056,0.5,13.5,0.2,67.5,70.2,0.034,0.4,99.233,10.755555555316542,4.989690721598045,0.03719008264455126,0.004273504273498185,3.355855855852077
popcorn cake,38.0,0.3,0.074,0.06,0.1,8.0,0.001,1.0,0.3,0.0,0.05,0.5,0.0,0.079,0.068,0.0,0.06,0.6,0.002,0.076,0.0,0.0,0.073,0.005,0.9,0.067,0.2,15.9,0.037,27.7,32.7,0.079,0.4,10.7,7.9999999992,26.66666665777778,0.03749999999953125,0.001529051987762908,3.877551020368596
banana cream pie,3190.0,161.3,44.6,67.8,39.0,390.2,143.0,52.2,8.3,604.9,2.8,568.1,0.7,1.6,0.3,0.006,2.5,12.5,4.6,1.6,19.0,0.009,4.7,0.069,889.5,0.6,12.3,189.8,1.8,1091.1,1956.9,0.1,5.7,1533.5,7.475095785426292,2.4190948543072417,0.021271143003582457,0.0014308344831109696,2.7223075610170056
baked apple pie mcdonalds,91.0,4.4,1.1,2.6,0.3,12.3,4.9,0.9,0.6,0.0,0.076,10.5,0.0,0.093,0.053,0.0,0.045,0.7,0.036,0.027,9.1,0.0,0.5,0.0,5.4,0.03,0.6,2.0,0.071,10.2,17.8,0.0,0.0,33.3,13.66666666514815,2.7954545453910122,0.04878048780448146,0.004269662921324328,3.238434163689543
sponge cake,187.0,2.7,0.8,1.0,0.4,36.4,0.0,4.6,0.0,107.1,0.1,18.5,0.071,0.1,0.076,0.056,0.2,0.8,0.3,0.07,0.0,0.0,0.0,0.0,26.5,0.076,1.0,5.7,0.1,63.0,88.8,0.034,0.4,71.264,7.913043478088847,13.481481480982167,0.0,0.001126126126124858,3.006430868162369
yellow cake,245.0,9.9,2.7,4.2,2.4,36.0,0.0,3.6,0.5,36.7,0.2,17.1,0.094,0.1,0.086,0.016,0.2,1.0,0.2,0.038,0.1,0.0,0.0,0.0,99.3,0.099,1.1,8.2,0.1,79.6,61.9,0.037,0.3,150.51,9.999999999722222,3.636363636326905,0.013888888888850308,0.0032310177705925187,3.6786786786731556
shortcake,98.0,4.0,1.1,1.7,1.0,13.7,0.0,1.7,0.0,0.8,0.1,8.0,0.005,0.058,0.027,0.099,0.039,0.7,0.005,0.055,0.07,0.0,0.0,0.0,58.0,0.076,0.7,4.5,0.08,40.5,30.0,0.097,0.1,78.182,8.058823528937715,3.424999999914375,0.0,0.0033333333333222226,3.5766423357533705
cherry pie,486.0,22.0,5.4,9.6,5.8,69.3,0.0,5.0,0.0,0.0,0.3,82.4,0.027,0.3,0.081,0.0,0.2,2.3,0.2,0.016,1.8,0.0,0.0,0.0,18.0,0.1,3.3,16.2,0.4,54.0,138.6,0.011,0.4,119.444,13.859999999722799,3.149999999985682,0.0,0.002164502164500603,2.7196418578608177
dutch apple pie,397.0,15.8,3.2,7.9,2.9,61.0,30.2,3.0,2.2,0.0,0.3,56.3,0.008,0.3,0.033,0.0,0.07,1.5,0.1,0.0,7.8,0.0,1.3,0.071,19.2,0.2,1.2,11.0,0.3,39.7,104.1,0.038,0.3,110.281,20.333333332655556,3.8607594936464507,0.03606557377043268,0.00288184438040069,2.916972814105131
chocolate cake,352.0,14.3,5.2,5.7,2.6,50.7,0.0,5.0,1.5,55.1,0.3,23.2,0.0,0.1,0.012,0.027,0.2,1.1,0.3,0.038,0.2,0.0,0.0,0.0,57.0,0.2,1.5,30.4,0.3,100.7,133.0,0.019,0.7,130.2,10.139999999797201,3.545454545429752,0.02958579881650969,0.002255639097742665,3.7768240343307116
marshmallow,64.0,0.033,0.045,0.035,0.06,16.3,11.5,0.4,0.013,0.0,0.039,3.3,0.0,0.015,0.011,0.0,0.028,0.038,0.014,0.062,0.0,0.0,0.0,0.0,0.6,0.002,0.038,0.4,0.003,1.6,1.0,0.009,0.06,17.445,40.7499999898125,493.93939244260787,0.0007975460122650457,0.0389999999961,3.194728697632932
sugar apple,72.0,0.2,0.009,0.031,0.095,18.2,0.0,1.6,3.4,0.0,0.045,56.4,0.0,0.0,0.066,0.024,0.0,0.093,0.7,0.2,0.2,28.0,0.0,0.0,0.0,18.5,0.075,0.5,16.2,0.0,24.6,190.2,0.083,23.644,11.374999999289061,90.99999995449998,0.1868131868121604,0.0018292682926754908,0.9424083769621172
toffee,67.0,3.9,2.5,1.1,0.1,7.8,7.6,0.1,0.0,12.5,0.044,0.04,0.033,0.074,0.059,0.021,0.076,0.001,0.098,0.044,0.099,0.079,0.0,0.1,0.097,4.1,0.092,0.094,0.5,0.082,3.8,6.1,0.031,12.023,77.999999922,1.999999999948718,0.0,0.011578947368116344,5.6587837837359904
vanilla fudge with nuts,123.0,3.9,1.1,0.7,1.9,21.1,20.1,0.8,0.3,3.7,0.075,2.3,0.064,0.079,0.012,0.018,0.077,0.042,0.046,0.041,0.074,0.0,0.087,0.056,13.3,0.012,0.1,6.8,0.1,20.7,29.1,0.016,0.2,39.577,26.374999996703124,5.410256410117686,0.014218009478605602,0.0025773195876200093,4.377224199272679
peanuts chocolate coated,21.0,1.3,0.6,0.5,0.2,2.0,1.5,0.5,0.2,0.4,0.063,0.008,0.09,0.023,0.014,0.019,0.078,0.2,0.027,0.026,0.0,0.0,0.001,0.054,4.2,0.067,0.037,3.8,0.042,8.5,20.1,0.005,0.1,8.305,3.9999999992,1.5384615383431952,0.099999999995,0.0031343283581933617,5.514705882208123
caramel with nuts chocolate coated,66.0,2.9,0.7,1.3,0.8,8.5,5.8,1.3,0.6,0.0,0.041,0.9,0.028,0.067,0.066,0.0,0.004,0.7,0.0,0.05,0.2,0.0,0.2,0.024,10.9,0.05,0.2,11.3,0.0,23.2,62.3,0.094,0.3,24.683,6.53846153795858,2.9310344826575507,0.0705882352932872,0.0006581059390037591,4.852941176434905
gingerbread,263.0,12.1,3.1,5.3,3.1,36.4,0.0,2.9,0.0,23.7,0.2,20.7,0.036,0.1,0.088,0.027,0.1,1.3,0.3,0.1,0.082,0.0,0.0,0.0,52.5,0.1,2.1,51.8,0.5,40.0,324.9,0.082,0.3,106.123,12.551724137498216,3.0082644627850557,0.0,0.0006155740227760495,3.647711511784123
rolo nestle,24.0,1.0,0.6,3.4,2.9,0.2,0.078,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234,22.22222197530865,0.19999999998,0.0,0.0,19.85111662366823
vanilla fudge,108.0,1.5,1.0,0.4,0.084,23.2,22.6,0.3,0.0,4.2,0.04,3.1,0.063,0.013,0.056,0.076,0.012,0.093,0.015,0.095,0.0,0.0,0.067,0.026,10.8,0.036,0.036,0.8,0.045,8.5,13.9,0.004,0.089,35.944,77.33333330755555,15.466666665635556,0.0,0.0028776978417059157,3.8434163700930846
halavah,328.0,15.1,2.9,5.7,5.9,42.3,0.0,8.7,3.2,0.0,0.1,2.6,0.0,0.3,0.016,0.0,0.036,2.0,0.1,0.2,0.097,0.0,0.0,0.0,23.1,0.8,3.2,152.6,0.6,424.9,130.9,0.036,3.0,95.618,4.862068965461356,2.8013245032927063,0.07565011820313086,0.0007639419404119451,4.774381368260882
praline,189.0,10.1,0.9,5.7,3.0,23.2,21.8,1.3,1.4,0.0,0.016,4.0,0.0,0.066,0.096,0.0,0.071,0.2,0.1,0.021,0.1,0.0,0.2,0.033,16.8,0.2,0.5,19.1,0.7,40.6,84.6,0.021,0.7,53.4,17.846153844781064,2.297029702947554,0.060344827585946795,0.0001891252955080507,4.896373056982133
fruit juice bar,67.0,0.089,0.0,0.0,0.026,15.6,13.5,0.9,0.8,0.0,0.011,60.3,0.0,0.022,0.032,0.0,0.055,0.1,0.099,0.094,7.3,0.0,0.0,0.092,3.9,0.0,0.1,3.1,0.1,4.6,40.8,0.007,0.068,28.671,17.333333331407406,175.28089867945968,0.05128205128172256,0.00026960784313659407,0.8713860240075025
peanut brittle,138.0,5.4,1.2,2.3,1.3,20.2,14.5,2.1,0.7,3.4,0.1,0.2,0.051,0.015,0.046,0.0,0.098,0.7,0.1,0.029,0.0,0.0,0.7,0.06,7.6,0.086,0.3,11.9,0.2,30.0,47.5,0.037,0.2,36.343,9.619047618589569,3.7407407406714674,0.034653465346363106,0.0021052631578903046,4.946236559122057
butterscotch,21.0,0.2,0.1,0.07,0.076,4.8,4.3,0.079,0.0,0.5,0.039,0.3,0.076,0.008,0.0,0.0,0.087,0.093,0.075,0.0,0.0,0.0,0.059,0.092,0.2,0.062,0.02,0.0,0.076,0.04,0.2,0.011,0.001,5.351,60.75949359397533,23.999999987999995,0.0,0.19499999990249997,3.904071388661386
chocolate coffee beans,155.0,9.4,5.1,3.9,0.4,15.6,14.4,2.1,1.6,5.7,0.006,0.7,0.049,0.007,0.016,0.063,0.011,0.052,0.1,0.002,0.0,0.0,0.1,0.04,47.8,0.1,0.6,18.1,0.2,53.2,116.9,0.056,0.6,77.127,7.428571428217687,1.6595744680674511,0.10256410256344511,5.1325919589348734e-05,5.575539568325269
nougat with almonds,56.0,0.2,0.2,0.0,0.0,12.9,11.7,0.5,0.5,0.0,0.061,0.3,0.0,0.058,0.044,0.0,0.045,0.083,0.044,0.001,0.096,0.0,0.4,0.0,4.5,0.051,0.082,4.5,0.043,7.7,14.7,0.062,0.051,18.658,25.79999999484,64.49999996775,0.03875968992218016,0.004149659863917349,4.028776978388282
carob,135.0,7.8,7.3,0.1,0.028,14.1,8.5,2.0,1.0,0.3,0.015,0.4,0.0,0.0,0.02,0.087,0.086,0.027,0.3,0.2,0.007,0.1,0.0,0.4,0.051,75.8,0.011,0.3,9.0,0.059,31.5,158.3,0.087,25.013,7.0499999996475,1.8076923076691322,0.07092198581509984,0.0004761904761889645,5.5555555555326945
peanut butter fudge,62.0,1.1,0.3,0.5,0.3,12.4,11.7,0.6,0.1,0.5,0.085,1.7,0.081,0.064,0.09,0.095,0.07,0.2,0.028,0.052,0.0,0.0,0.2,0.068,6.7,0.016,0.072,3.2,0.077,10.9,19.0,0.007,0.021,21.055,20.666666663222223,11.272727271702479,0.008064516128967221,0.004473684210502771,3.9240506328865563
sugar coated almonds,17.0,0.6,0.016,0.4,0.1,2.4,2.2,0.4,0.013,0.0,0.021,0.094,0.0,0.08,0.033,0.0,0.098,0.046,0.029,0.092,0.0,0.0,0.4,0.0,3.5,0.073,0.061,4.8,0.091,5.8,8.9,0.009,0.085,6.936,5.999999998499999,3.9999999993333333,0.005416666666440972,0.0023595505617712413,4.865483686180152
chocolate coated marshmallow,118.0,4.7,1.3,2.6,0.5,19.0,12.5,1.1,0.6,0.0,0.002,2.8,0.043,0.07,0.002,0.098,0.027,0.2,0.1,0.087,0.093,0.0,0.022,0.03,12.9,0.013,0.7,10.1,0.061,27.2,51.0,0.076,0.2,39.096,17.272727271157024,4.04255319140335,0.031578947368254846,3.921568627443291e-05,4.275362318825089
raisins chocolate coated,390.0,14.8,10.3,3.1,0.6,68.4,62.2,4.1,3.1,3.0,0.021,11.2,0.059,0.018,0.016,0.066,0.2,0.4,0.3,0.08,0.2,0.0,0.3,0.054,86.0,0.4,1.7,45.0,0.4,143.0,514.0,0.053,1.3,178.329,16.682926828861394,4.6216216215903945,0.04532163742683432,4.085603112839672e-05,3.959390862940143
chewing gum sugarless,5.0,0.013,0.09,0.081,0.038,1.9,0.0,0.0,0.078,0.0,0.001,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.378,19000000000.0,146.15384502958582,0.04105263157678671,10000000.0,2.525252525124987
chewing gum,11.0,0.032,0.058,0.06,0.015,2.9,2.0,0.0,0.012,0.0,0.083,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.045,0.0,2.973,28999999999.999996,90.62499971679686,0.004137931034340072,1.6599999966799999,3.66788929630984
chocolate syrup,109.0,0.4,0.2,0.1,0.011,25.4,19.4,0.8,1.0,0.0,0.061,12.1,0.0,0.055,0.096,0.0,0.099,0.1,0.096,0.089,0.009,0.0,0.086,0.049,5.5,0.2,0.8,25.4,0.1,50.3,87.4,0.08,0.3,33.955,31.749999996031246,63.49999998412499,0.039370078740002486,0.0006979405034316956,2.81653746769298
chocolate fudge syrup,67.0,1.7,0.8,0.7,0.086,12.0,6.6,0.9,0.5,0.2,0.084,4.1,0.07,0.015,0.079,0.029,0.077,0.02,0.073,0.046,0.023,0.0,0.5,0.035,9.3,0.076,0.2,9.1,0.013,18.4,54.0,0.044,0.2,24.726,13.33333333185185,7.05882352899654,0.04166666666631944,0.001555555555552675,3.5828877005156
m ms milk chocolate mars,207.0,8.9,5.5,2.2,0.4,29.9,26.7,1.8,1.2,5.9,0.018,0.7,0.086,0.097,0.016,0.063,0.08,0.1,0.1,0.015,0.2,0.0,0.2,0.032,44.1,0.1,0.5,18.5,0.1,61.3,109.6,0.064,0.7,86.651,16.611111110188272,3.3595505617600048,0.04013377926407982,0.00016423357664218592,5.012106537518131
milk chocolate with almonds,216.0,14.1,7.3,4.9,1.2,21.9,18.0,3.7,2.5,7.8,0.051,0.6,0.049,0.02,0.06,0.093,0.2,0.3,0.2,0.047,0.084,0.0,1.3,0.016,91.8,0.2,0.7,36.9,0.3,108.2,182.0,0.067,0.5,134.811,5.918918918758948,1.5531914893506866,0.11415525114103127,0.0002802197802196263,5.359801488820447
chocolate fudge,70.0,1.8,1.1,0.5,0.055,13.0,12.4,0.4,0.3,2.4,0.032,1.7,0.067,0.028,0.062,0.061,0.029,0.054,0.011,0.044,0.0,0.0,0.075,0.068,8.3,0.059,0.3,6.1,0.044,12.1,22.8,0.01,0.2,24.119,32.499999991875,7.222222221820988,0.02307692307674556,0.001403508771923669,4.142011834295018
milk chocolate with rice cereal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m ms peanut chocolate mars,93.0,4.7,1.8,1.5,0.6,10.9,9.1,1.7,0.7,1.4,0.017,0.4,0.035,0.064,0.097,0.051,0.062,0.6,0.1,0.061,0.0,0.0,0.5,0.086,18.4,0.057,0.2,12.4,0.1,34.2,62.5,0.099,0.3,36.623,6.411764705505191,2.319148936120869,0.06422018348564935,0.0002719999999995648,5.254237288105908
dark chocolate,165.0,9.7,5.7,2.9,0.3,18.0,13.8,1.5,2.2,2.1,0.013,0.3,0.074,0.0,0.052,0.0,0.077,0.004,0.2,0.084,0.064,0.0,0.0,0.2,0.087,17.1,0.3,2.4,45.6,0.4,64.2,170.4,0.033,31.848,11.9999999992,1.855670103073653,0.12222222222154323,0.0002024922118376908,5.593220338964091
chocolate semisweet,806.0,50.4,29.8,16.7,1.6,107.4,91.6,7.1,9.9,0.0,0.042,1.2,0.0,0.023,0.094,0.0,0.2,0.7,0.2,0.036,0.0,0.0,0.4,0.066,53.8,1.2,5.3,193.2,1.3,221.8,613.2,0.055,2.7,233.9,15.126760563167231,2.1309523809481528,0.09217877094963484,6.849315068492033e-05,4.852498494879679
after eight mints nestle,36.0,1.0,0.7,0.0,0.0,6.7,5.6,0.1,0.2,0.0,0.025,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,9.163,66.999999933,6.69999999933,0.029850746268211183,250000000.0,4.3373493975381034
milk chocolate,37.0,2.1,1.3,0.5,0.036,4.2,3.6,0.5,0.2,1.6,0.045,0.1,0.049,0.097,0.033,0.01,0.066,0.079,0.087,0.089,0.0,0.0,0.003,0.017,13.2,0.083,0.2,4.4,0.014,14.6,26.0,0.007,0.2,20.464,8.39999999832,1.999999999904762,0.047619047617913836,0.001730769230762574,5.362318840501995
